Program,Project Number,Project Title,Project Description,Area Primary,Area Secondary,Discipline Primary,Discipline Secondary,Round,Approval Date,Lead Research Institution,City,Ontario Commitment,Total Project Costs,Keyword,EXPENDITURE_TYPE,Salutation,First_Name,Middle_Name,Last_Name,OIA_AREA
Ontario Research Fund - Research Infrastructure,211042,Genetic Basis of Social Behaviour in Drosophila,This project investigates molecular mechanisms underlying social behaviour in the vinegar fly. Current theory suggests that social mechanisms are conserved across a wide range of species. This research leads to testable hypotheses about the biological basis of social behavior in humans.,4.7,8.8,14400,14900,Small Infrastructure Fund - Round 017 - 2009 - October,19-Mar-10,University of Toronto,Toronto,"$240,000","$600,000",,Capital,,Joel,D.,Levine,Advanced health technologies
Ontario Research Fund - Research Infrastructure,211182,Scanning confocal laser microscope,"Biofilms are communities of microorganisms that stick to the surface of an object. They can be beneficial (e.g., cleaning up hazardous waste) or detrimental (e.g., causing medical infections). Dr. Gideon Wolfaardt is an environmental microbiologist at Ryerson who collaborates extensively with industry partners and other universities to control unwanted biofilms in clinical and food processing environments, and to utilize their activity in industrial processes.",3.10,5.5,14600,10900,Small Infrastructure Fund - Round 016 - 2009 - June,24-Sep-09,Ryerson University,Toronto,"$30,000","$161,862",,Capital,Dr.,Gideon,,Wolfaardt,Not Applicable
Ontario Research Fund - Research Infrastructure,211222,Computing Cluster for Bioinformatics,"Dr. Li does research on large scale bioinformatics projects. These include protein structure prediction, automated NMR (Nuclear Magnetic Resonance) structure determination, multiple alignments, large scale genome mapping and SNP (Single Nucleotide Polymorphism) discovery. These projects all require large scale computation.",4.3,4.9,11800,11900,Small Infrastructure Fund - Round 017 - 2009 - October,19-Mar-10,University of Waterloo,Waterloo,"$114,880","$287,200",,Capital,Dr.,Ming,,Li,Advanced health technologies
Ontario Research Fund - Research Infrastructure,211463,Infrastructure for Tetherless Computing,"“Tetherless” computing uses smart mobile devices like cell phones to communicate with Internet servers over wireless networks. At the University of Waterloo, computer scientist Dr. Srinivasan Keshav is using a new testbed to advance tetherless technology, positioning Ontario at the forefront of a significant emerging communications trend that has the potential to put a supercomputer in everybody’s pocket.",2.5,7.6.3,11800,11600,Small Infrastructure Fund - Round 016 - 2009 - June,24-Sep-09,University of Waterloo,Waterloo,"$98,352","$245,880",,Capital,Dr.,Srinivasan,,Keshav,Digital media and information and communications technologies
Ontario Research Fund - Research Infrastructure,212442,The Nano-Optoelectronics Shop – Small scale solution processing and in situ electronic and optical imaging at the quasimolecular level,"Nanotechnology could give us much smaller electronics than we have today, except that nanomaterials are still very challenging to understand and assemble in devices. At The University of Western Ontario, Dr. Giovanni Fanchini is exploring new, cheap and user-friendly ways to create optical and electronic nano-devices, something that would completely transform electronic products.",7.6,10,12300,11100,Small Infrastructure Fund - Round 016 - 2009 - June,24-Sep-09,The University of Western Ontario,London,"$259,249","$648,123",,Capital,Dr.,Giovanni,,Fanchini,Not Applicable
Ontario Research Fund - Research Infrastructure,212842,"Integrated environmental geochemistry and biogeochemistry
laboratory","Carbon sequestration is the scientific term for the process of removing carbon from the atmosphere and storing it in soil and sediments, thereby MITIGATING carbon emissions and slowing climate change. At the University of Guelph Dr. Christian Blodau is working to identify factors that accelerate or slow sequestration – information that is crucial for our ability to sustain our aquatic ecosystems.",3.10,1.4,13300,13600,Small Infrastructure Fund - Round 016 - 2009 - June,24-Sep-09,University of Guelph,Guelph,"$179,656","$449,141",emissions reduction,Capital,Dr.,Christian,,Blodau,Bio-economy and clean technologies
Ontario Research Fund - Research Infrastructure,212962,Infrastructure for imaging and optical manipulation of intracellular processes using Chromophore-assisted light inactivation.,Dr. Kenichi Okamoto of the University of Toronto studies the molecular mechanisms that control brain functions such as learning and memory. He is developing a tool that will enable him to manipulate specific protein functions using laser optics techniques. This work will help develop new drugs for brain disorders.,4.9,4,14500,14700,Small Infrastructure Fund - Round 016 - 2009 - June,24-Sep-09,University of Toronto,Toronto,"$373,436","$1,036,524",,Capital,Dr.,Kenichi,,Okamoto,Advanced health technologies
Ontario Research Fund - Research Infrastructure,213262,Pediatric Rehabilitation Intelligent Systems Multidisciplinary (PRISM) Lab,Dr. Tom Chau is a specialist in engineering and pediatric rehabilitation at the University of Toronto where he works to help severely disabled children interact with other people and their environment. He is studying body signals with the goal of equipping severely disabled children with the tools they need to direct their own care.,4.3,4.9,42300,41800,Small Infrastructure Fund - Round 016 - 2009 - June,24-Sep-09,University of Toronto,Toronto,"$79,413","$233,314",,Capital,Dr.,Tom,,Chau,Advanced health technologies
Ontario Research Fund - Research Infrastructure,213322,An EEG and eye movement monitoring laboratory.,"At the University of Waterloo, Dr. Roxane Itier is using behavioural and neuroimaging techniques to explore how we develop face processing skills and these skills’ links to social behaviour. The research aims to improve diagnosis and rehabilitation for people with conditions like autism.",10,8.1,15100,5000,Small Infrastructure Fund - Round 016 - 2009 - June,24-Sep-09,University of Waterloo,Waterloo,"$48,197","$128,278",,Capital,Dr.,Roxane,J.,Itier,Advanced health technologies
Ontario Research Fund - Research Infrastructure,213542,Gravity GPU Cluster for studies of strong-field general relativity,"Dr. Harald Pfeiffer from the University of Toronto and the Canadian Institute for Theoretical Astrophysics is developing computer calculations to predict waves in “space-time.” This work could help us better understand how black holes behave, and how to find them in the universe.",9.1,10,12500,12400,Small Infrastructure Fund - Round 016 - 2009 - June,24-Sep-09,University of Toronto,Toronto,"$166,000","$491,916",,Capital,Dr.,Harald,P.,Pfeiffer,Not Applicable
Ontario Research Fund - Research Infrastructure,213942,SNO+ calibration development and test facility,The proposed project will build a calibration development and test facility for the SNO+ experiment - a multipurpose large underground detector located in Ontario. The goals cover a variety of open questions in particle astrophysics today. Calibrations are essential for the correct interpretation of the results.,10,9.1,12300,12500,Small Infrastructure Fund - Round 017 - 2009 - October,19-Mar-10,Laurentian University,Sudbury,"$91,419","$228,548",,Capital,Dr.,Christine,,Kraus,Not Applicable
Ontario Research Fund - Research Infrastructure,215625,Structure-based design and screening of inhibitors against the calpain proteases,"The requested equipment is required to develop specific, potent inhibitors to the calpain family of enzymes. These inhibitors will be used to help treat various diseases where these calcium-dependent proteases become over-activated and cause extensive tissue damage.",4.9,10,14800,42300,Small Infrastructure Fund - Round 017 - 2009 - October,19-Mar-10,Queen's University,Kingston,"$49,130","$122,824",,Capital,,Peter,,Davies,Advanced health technologies
